             0.08505              0.07696              0.07066
             0.13207              0.10613              0.09147
             0.02398              0.13689              0.11183
             0.06739              0.16913              0.13166
             0.01665              0.20276              0.15096
             0.04492              0.23768              0.16968
             0.01471             -0.09076              0.02412
             0.05801             -0.07390             -0.00673
            -0.03131             -0.05944             -0.03726
             0.02389             -0.04744             -0.06732
             0.03500             -0.03796             -0.09667
             0.04474             -0.03100             -0.12510
             0.02173             -0.02655             -0.15235
             0.05114             -0.02455             -0.17818
             0.04483             -0.02492             -0.20232
             0.03780             -0.02751             -0.22450
             0.02544             -0.03214             -0.24448
             0.02468             -0.03858             -0.26203
             0.04577             -0.04656             -0.27692
            -0.00408             -0.06439             -0.07872
             0.00957             -0.04457             -0.05543
             0.03805             -0.02257             -0.03226
            -0.01614              0.00152             -0.00934
             0.14380              0.02757              0.01324
             0.05770              0.05549              0.03540
             0.07077              0.08515              0.05705
             0.04370              0.11644              0.07814
             0.07323              0.14925              0.09863
             0.14352              0.18347              0.11849
             0.04525              0.21901              0.13771
            -0.01460              0.25578              0.15626
             0.04129              0.29367              0.17414
             0.00394             -0.07828              0.01497
             0.04009             -0.05910             -0.01741
             0.02393             -0.04240             -0.04977
             0.08213             -0.02829             -0.08193
             0.04879             -0.01685             -0.11369
             0.07273             -0.00816             -0.14479
             0.09115             -0.00223             -0.17501
             0.06317              0.00091             -0.20406
             0.03955              0.00132             -0.23165
             0.04958             -0.00090             -0.25748
             0.01352             -0.00564             -0.28126
             0.05340             -0.01267             -0.30269
             0.07422             -0.02176             -0.32149
             0.01928             -0.03261             -0.33740
            -0.01652             -0.06849             -0.09351
             0.02324             -0.04624             -0.06906
             0.03031             -0.02180             -0.04498
             0.01624              0.00470             -0.02135
             0.11839              0.03314              0.00174
             0.03219              0.06338              0.02420
             0.06986              0.09530              0.04601
            -0.04739              0.12877              0.06713
             0.21603              0.16368              0.08753
             0.06499              0.19992              0.10720
             0.03415              0.23739              0.12613
             0.02879              0.27599              0.14432
             0.07885              0.31563              0.16177
             0.04473             -0.06704              0.01010
             0.10512             -0.04522             -0.02353
             0.11203             -0.02592             -0.05741
             0.11858             -0.00928             -0.09138
             0.10407              0.00459             -0.12527
             0.11948              0.01554             -0.15884
             0.11467              0.02351             -0.19186
             0.18936              0.02842             -0.22403
             0.05062              0.03025             -0.25506
            -0.00146              0.02904             -0.28461
             0.07300              0.02486             -0.31235
             0.01572              0.01786             -0.33793
             0.06111              0.00824             -0.36099
             0.00998             -0.07115             -0.10410
             0.01452             -0.04623             -0.07884
             0.03443             -0.01915             -0.05417
             0.08607              0.00993             -0.03018
             0.10690              0.04086             -0.00692
             0.08741              0.07350              0.01557
             0.09934              0.10773              0.03727
             0.14006              0.14342              0.05817
             0.07741              0.18044              0.07824
             0.10907              0.21869              0.09749
            -0.07278              0.25807              0.11593
             0.05727              0.29846              0.13356
            -0.03215              0.33980              0.15041
             0.02539             -0.08461              0.04309
             0.00848             -0.05762              0.00926
             0.09892             -0.03293             -0.02521
             0.03237             -0.01072             -0.06023
             0.20024              0.00884             -0.09566
             0.09196              0.02557             -0.13133
             0.09161              0.03929             -0.16704
             0.17882              0.04988             -0.20258
             0.19935              0.05719             -0.23766
             0.26021              0.06114             -0.27197
             0.12904              0.06168             -0.30519
             0.05236              0.05881             -0.33694
            -0.06675              0.05260             -0.36681
            -0.01506              0.04319             -0.39442
            -0.04421              0.03080             -0.41936
            -0.00160             -0.07174             -0.11075
             0.01342             -0.04396             -0.08507
             0.02214             -0.01412             -0.06020
             0.13873              0.01761             -0.03618
             0.32025              0.05110             -0.01305
             0.11286              0.08619              0.00918
             0.17166              0.12275              0.03050
             0.25890              0.16063              0.05091
             0.12808              0.19974              0.07042
             0.09059              0.23994              0.08904
             0.07172              0.28116              0.10679
             0.02301              0.32330              0.12371
             0.03511             -0.08057              0.04623
             0.00914             -0.05062              0.01218
             0.07198             -0.02286             -0.02275
             0.08311              0.00250             -0.05847
             0.19380              0.02527             -0.09490
             0.07087              0.04525             -0.13191
             0.16204              0.06222             -0.16936
             0.26994              0.07596             -0.20701
             0.25700              0.08630             -0.24463
             0.30162              0.09307             -0.28194
             0.07743              0.09615             -0.31861
             0.02148              0.09543             -0.35425
             0.03913              0.09089             -0.38844
            -0.00174              0.08258             -0.42073
             0.00926              0.07063             -0.45065
             0.00212             -0.06971             -0.11385
             0.03760             -0.03897             -0.08815
             0.05252             -0.00629             -0.06343
             0.12587              0.02816             -0.03972
             0.32239              0.06422             -0.01704
             0.17887              0.10173              0.00464
             0.27825              0.14056              0.02530
             0.31878              0.18059              0.04499
             0.19226              0.22170              0.06372
             0.02283              0.26381              0.08153
             0.09254              0.30681              0.09845
             0.05210              0.35062              0.11450
             0.04085             -0.04658              0.01845
             0.07711             -0.01564             -0.01649
             0.11247              0.01305             -0.05247
             0.22284              0.03927             -0.08942
             0.10030              0.06279             -0.12728
             0.17370              0.08336             -0.16590
             0.32705              0.10075             -0.20517
             0.31002              0.11470             -0.24486
             0.28548              0.12497             -0.28471
             0.06017              0.13135             -0.32444
             0.07284              0.13366             -0.36366
             0.06503              0.13175             -0.40197
            -0.01299              0.12555             -0.43890
            -0.00361             -0.06454             -0.11385
             0.05732             -0.03078             -0.08851
             0.00829              0.00475             -0.06432
             0.28447              0.04188             -0.04126
             0.28735              0.08044             -0.01933
             0.10412              0.12030              0.00151
             0.33983              0.16134              0.02129
             0.30061              0.20344              0.04005
             0.11282              0.24649              0.05783
             0.08135              0.29038              0.07465
            -0.01630              0.33505              0.09057
             0.00927             -0.04594              0.02755
             0.16279             -0.01181             -0.00695
             0.20905              0.02027             -0.04269
             0.32901              0.05007             -0.07966
             0.32460              0.07734             -0.11781
             0.36319              0.10182             -0.15707
             0.51963              0.12321             -0.19733
             0.40554              0.14125             -0.23845
             0.19856              0.15562             -0.28025
             0.07078              0.16604             -0.32247
             0.11201              0.17222             -0.36477
            -0.03825              0.17392             -0.40679
            -0.06469              0.17094             -0.44806
             0.00099             -0.05577             -0.11128
             0.05412             -0.01903             -0.08671
             0.07823              0.01927             -0.06339
             0.22615              0.05898             -0.04130
             0.24190              0.09997             -0.02038
             0.16336              0.14209             -0.00060
             0.28870              0.18522              0.01808
             0.18431              0.22926              0.03572
             0.15502              0.27411              0.05237
             0.07370              0.31969              0.06807
            -0.01665              0.36591              0.08287
             0.00810             -0.04908              0.03895
             0.15714             -0.01180              0.00528
             0.13364              0.02364             -0.02977
             0.31790              0.05704             -0.06621
             0.33971              0.08814             -0.10407
             0.62445              0.11667             -0.14333
             0.63878              0.14234             -0.18394
             0.39805              0.16482             -0.22582
             0.20242              0.18376             -0.26882
             0.05099              0.19883             -0.31279
            -0.00293              0.20966             -0.35748
            -0.08210              0.21589             -0.40254
             0.01851              0.21720             -0.44759
             0.00409             -0.04309             -0.10675
             0.05681             -0.00349             -0.08330
             0.13268              0.03749             -0.06116
             0.27115              0.07968             -0.04030
             0.22162              0.12293             -0.02065
             0.28556              0.16716             -0.00215
             0.24558              0.21224              0.01526
             0.11396              0.25808              0.03163
             0.02740              0.30459              0.04702
            -0.01144              0.35171              0.06148
             0.00808             -0.05629              0.05202
             0.14425             -0.01600              0.01958
             0.18225              0.02272             -0.01433
             0.26385              0.05965             -0.04978
             0.47350              0.09455             -0.08681
             0.70780              0.12716             -0.12544
             0.71743              0.15718             -0.16569
             0.34696              0.18430             -0.20756
             0.11919              0.20814             -0.25098
             0.01708              0.22831             -0.29586
             0.02545              0.24438             -0.34202
             0.03476             -0.06726             -0.12433
             0.01727             -0.02625             -0.10088
             0.08018              0.01606             -0.07886
             0.24583              0.05952             -0.05818
             0.31369              0.10400             -0.03878
             0.20272              0.14937             -0.02058
             0.32845              0.19553             -0.00353
             0.13666              0.24240              0.01246
             0.09100              0.28989              0.02744
             0.02719              0.33791              0.04147
             0.04514             -0.02460              0.03528
             0.24114              0.01719              0.00288
             0.37865              0.05748             -0.03111
             0.30459              0.09604             -0.06679
             0.75989              0.13264             -0.10422
             0.62092              0.16698             -0.14347
             0.33143              0.19875             -0.18457
             0.02203              0.22760             -0.22755
             0.04142              0.25311             -0.27240
             0.05215              0.27486             -0.31907
             0.02779             -0.04888             -0.11606
             0.11882             -0.00514             -0.09430
             0.10562              0.03967             -0.07396
             0.22140              0.08541             -0.05496
             0.40166              0.13197             -0.03720
             0.33341              0.17926             -0.02062
             0.23652              0.22718             -0.00513
             0.14101              0.27564              0.00933
             0.05603              0.32460              0.02283
            -0.03259              0.37398              0.03542
             0.03503             -0.03773              0.05170
             0.14237              0.00690              0.02114
             0.31746              0.05030             -0.01103
             0.35048              0.09229             -0.04491
             0.74894              0.13265             -0.08060
             0.61502              0.17113             -0.11822
             0.35504              0.20743             -0.15785
             0.11641              0.24121             -0.19959
            -0.00356              0.27209             -0.24351
             0.01725             -0.07117             -0.12874
            -0.01830             -0.02595             -0.10743
             0.15302              0.02026             -0.08761
             0.25166              0.06732             -0.06915
             0.40604              0.11511             -0.05198
             0.30657              0.16353             -0.03601
             0.35558              0.21252             -0.02114
             0.15556              0.26198             -0.00732
            -0.01562              0.31187              0.00555
            -0.02152              0.36211              0.01751
             0.04172             -0.00819              0.03974
             0.23170              0.03802              0.00970
             0.32839              0.08312             -0.02203
             0.67846              0.12693             -0.05555
             0.74573              0.16923             -0.09103
             0.34281              0.20977             -0.12857
             0.09621              0.24824             -0.16833
             0.02135              0.28430             -0.21044
             0.03226             -0.04617             -0.11823
             0.15062              0.00147             -0.09909
             0.32272              0.04987             -0.08136
             0.27176              0.09891             -0.06492
             0.44871              0.14849             -0.04970
             0.48969              0.19855             -0.03558
             0.29066              0.24902             -0.02251
             0.07357              0.29983             -0.01039
             0.03093              0.35094              0.00084
             0.07265             -0.02800              0.05800
             0.10024              0.02068              0.03031
             0.21691              0.06854              0.00101
             0.37591              0.11542             -0.03002
             0.47940              0.16115             -0.06294
             0.39211              0.20552             -0.09790
             0.13496              0.24828             -0.13507
             0.01232              0.28913             -0.17463
             0.03295             -0.06564             -0.12667
             0.04157             -0.01651             -0.10841
             0.19233              0.03324             -0.09158
             0.47038              0.08352             -0.07605
             0.64489              0.13427             -0.06171
             0.52094              0.18540             -0.04849
             0.24932              0.23685             -0.03628
             0.12604              0.28858             -0.02502
             0.00500              0.34054             -0.01462
             0.02215             -0.00154              0.05013
             0.19621              0.04868              0.02344
             0.22254              0.09821             -0.00487
             0.39685              0.14692             -0.03495
             0.47536              0.19465             -0.06695
             0.17137              0.24119             -0.10108
             0.02364              0.28632             -0.13753
             0.02656              0.32974             -0.17651
             0.02885             -0.03351             -0.11560
             0.21967              0.01760             -0.09985
             0.44097              0.06913             -0.08539
             0.54699              0.12101             -0.07210
             0.48187              0.17319             -0.05989
             0.17228              0.22561             -0.04868
             0.15418              0.27823             -0.03838
            -0.03450              0.33101             -0.02892
             0.06593             -0.02839              0.06859
             0.01169              0.02380              0.04458
             0.11902              0.07555              0.01911
             0.18313              0.12677             -0.00795
             0.48181              0.17734             -0.03678
             0.13622              0.22710             -0.06756
             0.06030              0.27589             -0.10049
             0.05819              0.32349             -0.13581
             0.04168             -0.04932             -0.12072
             0.17817              0.00312             -0.10624
             0.34013              0.05586             -0.09301
             0.48424              0.10886             -0.08092
             0.47602              0.16205             -0.06987
             0.22625              0.21540             -0.05977
             0.17539              0.26887             -0.05054
            -0.00109              0.32245             -0.04211
             0.05717              0.37608             -0.03442
             0.01465             -0.00574              0.06388
             0.07220              0.04781              0.04129
             0.21263              0.10107              0.01729
             0.24713              0.15395             -0.00826
             0.41354              0.20636             -0.03554
             0.14315              0.25817             -0.06474
             0.01695              0.30923             -0.09609
             0.03705              0.35935             -0.12984
             0.04508             -0.06373             -0.12383
             0.08517             -0.01001             -0.11082
             0.22118              0.04389             -0.09900
             0.45447              0.09795             -0.08825
             0.48385              0.15211             -0.07849
             0.34118              0.20634             -0.06962
             0.15700              0.26063             -0.06157
             0.06617              0.31494             -0.05427
             0.10209              0.36926             -0.04766
             0.03073              0.01542              0.06113
             0.17364              0.07027              0.04017
             0.33526              0.12496              0.01788
             0.33852              0.17945             -0.00588
             0.25806              0.23365             -0.03130
             0.10969              0.28746             -0.05857
             0.01413              0.34076             -0.08793
             0.02492             -0.07655             -0.12507
             0.01776             -0.02162             -0.11371
             0.15645              0.03339             -0.10345
             0.41002              0.08843             -0.09420
             0.60431              0.14349             -0.08586
             0.43001              0.19854             -0.07834
             0.14698              0.25358             -0.07157
             0.11163              0.30858             -0.06548
             0.00449              0.36353             -0.06002
            -0.01126             -0.02116              0.07824
             0.16547              0.03488              0.06021
             0.10627              0.09094              0.04109
             0.36098              0.14698              0.02075
             0.32455              0.20298             -0.00095
             0.27331              0.25887             -0.02420
             0.05566              0.31459             -0.04917
             0.05239              0.37005             -0.07611
             0.01887             -0.03153             -0.11505
             0.13037              0.02448             -0.10652
             0.42625              0.08043             -0.09890
             0.74228              0.13631             -0.09209
             0.51113              0.19211             -0.08602
             0.15859              0.24782             -0.08063
             0.14355              0.30343             -0.07584
             0.01559              0.35895             -0.07161
            -0.00650             -0.00455              0.07710
             0.10798              0.05247              0.06098
             0.19129              0.10961              0.04389
             0.34980              0.16688              0.02572
             0.23361              0.22425              0.00633
             0.18729              0.28169             -0.01443
            -0.00816              0.33917             -0.03676
             0.03602             -0.03960             -0.11501
             0.12590              0.01731             -0.10835
             0.43999              0.07406             -0.10248
             0.78915              0.13067             -0.09732
             0.54914              0.18713             -0.09280
             0.14532              0.24344             -0.08886
             0.07657              0.29960             -0.08545
             0.01299              0.35562             -0.08251
            -0.00370              0.01014              0.07731
             0.13487              0.06799              0.06325
             0.25649              0.12609              0.04837
             0.34768              0.18442              0.03258
             0.13870              0.24299              0.01575
             0.06589              0.30179             -0.00226
             0.09632              0.36082             -0.02160
             0.03251             -0.04565             -0.11379
             0.13277              0.01201             -0.10912
             0.38462              0.06945             -0.10511
             0.74179              0.12668             -0.10169
             0.49704              0.18369             -0.09881
             0.16762              0.24050             -0.09640
             0.04941              0.29712             -0.09443
            -0.00516              0.35356             -0.09285
             0.02811              0.02278              0.07864
             0.13768              0.08132              0.06677
             0.18410              0.14019              0.05426
             0.30837              0.19939              0.04103
             0.11825              0.25895              0.02697
             0.04118              0.31888              0.01198
             0.05719              0.37920             -0.00407
             0.02980             -0.04959             -0.11160
             0.15687              0.00870             -0.10904
             0.36788              0.06669             -0.10698
             0.69069              0.12441             -0.10538
             0.45439              0.18188             -0.10420
             0.18391              0.23910             -0.10338
             0.03438              0.29608             -0.10290
             0.00063              0.35285             -0.10272
             0.05506              0.03326              0.08089
             0.13137              0.09232              0.07132
             0.24559              0.15177              0.06130
             0.27020              0.21163              0.05077
             0.14061              0.27193              0.03967
             0.07473              0.33272              0.02790
             0.02851             -0.05131             -0.10870
             0.16793              0.00743             -0.10832
             0.35150              0.06583             -0.10828
             0.66432              0.12392             -0.10856
             0.44220              0.18171             -0.10913
             0.17573              0.23923             -0.10995
             0.01121              0.29648             -0.11100
             0.02857              0.35350             -0.11226
             0.04354             -0.01752              0.09078
             0.03369              0.04148              0.08381
             0.16961              0.10087              0.07662
             0.34435              0.16069              0.06919
             0.20128              0.22097              0.06148
             0.13727              0.28176              0.05345
             0.01431              0.34309              0.04505
             0.03131             -0.05072             -0.10533
             0.17362              0.00830             -0.10718
             0.34016              0.06696             -0.10921
             0.65924              0.12528             -0.11142
             0.43155              0.18328             -0.11377
             0.15426              0.24098             -0.11625
             0.01187              0.29840             -0.11886
             0.07354              0.35557             -0.12158
             0.04101             -0.01174              0.09187
             0.04840              0.04738              0.08714
             0.18259              0.10690              0.08239
             0.25444              0.16687              0.07759
             0.18854              0.22732              0.07276
             0.06901              0.28830              0.06788
            -0.00041              0.34986              0.06295
             0.02599             -0.04779             -0.10176
             0.17797              0.01134             -0.10587
             0.35651              0.07010             -0.11000
             0.67593              0.12850             -0.11414
             0.40824              0.18657             -0.11829
             0.13255              0.24434             -0.12246
             0.02756              0.30183             -0.12664
             0.03550              0.35905             -0.13083
             0.06157             -0.00811              0.09309
             0.07323              0.05095              0.09062
             0.16180              0.11041              0.08831
             0.22017              0.17030              0.08617
             0.18056              0.23067              0.08424
             0.11582              0.29155              0.08253
             0.04108              0.35300              0.08109
             0.03515             -0.04253             -0.09827
             0.18709              0.01654             -0.10464
             0.39927              0.07523             -0.11085
             0.69171              0.13357             -0.11692
             0.37588              0.19160             -0.12288
             0.12184              0.24932             -0.12872
             0.03483              0.30677             -0.13447
             0.01251              0.36395             -0.14012
             0.06451             -0.00664              0.09421
             0.06572              0.05219              0.09398
             0.17667              0.11138              0.09409
             0.24929              0.17097              0.09459
             0.19131              0.23099              0.09552
             0.19879              0.29148              0.09696
             0.12138              0.35248              0.09896
             0.04737             -0.03493             -0.09512
             0.17493              0.02389             -0.10371
             0.42322              0.08235             -0.11198
             0.72583              0.14050             -0.11996
             0.34174              0.19835             -0.12769
             0.06108              0.25591             -0.13519
             0.02906              0.31321             -0.14249
             0.06153             -0.00732              0.09498
             0.05587              0.05110              0.09694
             0.15760              0.10983              0.09942
             0.27406              0.16891              0.10249
             0.17918              0.22835              0.10622
             0.11739              0.28817              0.11071
             0.04860              0.34840              0.11605
             0.07133             -0.08375             -0.08130
             0.10004             -0.02504             -0.09257
             0.15721              0.03336             -0.10332
             0.51634              0.09145             -0.11359
             0.72031              0.14926             -0.12344
             0.31839              0.20680             -0.13291
            -0.00046              0.26409             -0.14203
             0.04363              0.32114             -0.15084
             0.05071             -0.01006              0.09518
             0.04124              0.04779              0.09926
             0.10583              0.10588              0.10402
             0.20656              0.16423              0.10956
             0.10289              0.22285              0.11596
             0.08913              0.28174              0.12336
             0.06901              0.34091              0.13187
             0.02010             -0.07102             -0.07738
             0.12976             -0.01295             -0.09088
             0.31107              0.04487             -0.10370
             0.57124              0.10245             -0.11590
             0.66552              0.15980             -0.12754
             0.23730              0.21692             -0.13869
            -0.01074              0.27383             -0.14938
             0.04527              0.33053             -0.15966
             0.00442              0.04233              0.10068
             0.08657              0.09961              0.10762
             0.12262              0.15705              0.11549
             0.06632              0.21465              0.12441
             0.03472              0.27238              0.13452
             0.04333              0.33022              0.14599
             0.03365             -0.05605             -0.07466
             0.19089              0.00122             -0.09027
             0.45714              0.05832             -0.10505
             0.57220              0.11525             -0.11908
             0.58886              0.17202             -0.13244
             0.18932              0.22861             -0.14519
             0.01765              0.28505             -0.15739
             0.04081              0.34132             -0.16908
            -0.00911              0.03483              0.10099
             0.07429              0.09116              0.10995
             0.07437              0.14754              0.11999
             0.07442              0.20393              0.13125
             0.02147              0.26030              0.14386
             0.08549              0.31662              0.15801
             0.02224             -0.03896             -0.07338
             0.19688              0.01736             -0.09094
             0.40877              0.07361             -0.10755
             0.73080              0.12977             -0.12330
             0.41758              0.18585             -0.13827
             0.12206              0.24182             -0.15254
            -0.00941              0.29768             -0.16617
             0.01880              0.02545              0.09997
             0.05011              0.08070              0.11080
             0.04094              0.13586              0.12284
             0.03714              0.19091              0.13621
             0.01920              0.24577              0.15107
             0.07834              0.30038              0.16760
             0.08487             -0.07513             -0.05322
             0.12459             -0.01995             -0.07374
             0.20797              0.03531             -0.09310
             0.45752              0.09060             -0.11139
             0.77874              0.14590             -0.12873
             0.33700              0.20119             -0.14520
             0.05895              0.25645             -0.16089
             0.04073              0.31167             -0.17585
             0.04438              0.01434              0.09745
             0.01433              0.06839              0.10998
             0.02508              0.12225              0.12380
             0.02822              0.17583              0.13906
             0.02333              0.22907              0.15590
             0.07400              0.28185              0.17452
             0.08230             -0.05309             -0.05370
             0.07399              0.00081             -0.07592
             0.36193              0.05491             -0.09688
             0.52586              0.10916             -0.11670
             0.65155              0.16352             -0.13549
             0.29102              0.21794             -0.15334
             0.01035              0.27242             -0.17034
             0.04355              0.32692             -0.18655
             0.05518              0.00165              0.09328
             0.01746              0.05445              0.10733
             0.01475              0.10691              0.12273
             0.01056              0.15895              0.13963
             0.00513              0.21048              0.15817
             0.02733              0.26136              0.17855
             0.09058             -0.08158             -0.03118
             0.13754             -0.02943             -0.05632
             0.14798              0.02313             -0.08002
             0.44503              0.07600             -0.10241
             0.72539              0.12913             -0.12360
             0.46028              0.18247             -0.14369
             0.17586              0.23598             -0.16280
             0.01114              0.28961             -0.18099
             0.01192             -0.01243              0.08735
            -0.00466              0.03906              0.10272
             0.07613              0.09008              0.11948
             0.04684              0.14053              0.13778
             0.02353              0.19030              0.15775
             0.03174              0.23925              0.17957
            -0.03608             -0.05498             -0.03476
             0.08605             -0.00436             -0.06120
             0.31646              0.04679             -0.08617
             0.44132              0.09839             -0.10979
             0.78299              0.15036             -0.13218
             0.37296              0.20264             -0.15343
             0.06102              0.25517             -0.17366
             0.05080              0.30791             -0.19293
             0.00378             -0.02772              0.07955
             0.02876              0.02243              0.09606
             0.03622              0.07198              0.11397
             0.03435              0.12083              0.13343
             0.06017              0.16884              0.15455
             0.03253              0.21586              0.17751
             0.04703             -0.07548             -0.01177
             0.11969             -0.02720             -0.04089
             0.13249              0.02187             -0.06840
             0.50206              0.07161             -0.09442
             0.66029              0.12191             -0.11909
             0.56472              0.17270             -0.14251
             0.23015              0.22388             -0.16478
             0.01073              0.27541             -0.18599
            -0.03997             -0.04405              0.06982
             0.04332              0.00475              0.08728
             0.02296              0.05282              0.10614
             0.03451              0.10008              0.12652
             0.07121              0.14636              0.14855
             0.05482              0.19150              0.17235
             0.00895             -0.09063              0.01197
             0.11987             -0.04509             -0.01966
             0.17114              0.00152             -0.04959
             0.33188              0.04906             -0.07793
             0.38794              0.09739             -0.10482
             0.79299              0.14639             -0.13036
             0.39036              0.19597             -0.15465
             0.06905              0.24605             -0.17778
             0.05068              0.29655             -0.19984
             0.01158             -0.06124              0.05813
            -0.03601             -0.01379              0.07635
             0.02510              0.03285              0.09596
             0.05879              0.07854              0.11704
             0.03002              0.12313              0.13973
             0.03425              0.16647              0.16412
             0.10735             -0.05786              0.00180
             0.11800             -0.01405             -0.03034
             0.20409              0.03096             -0.06084
             0.54297              0.07700             -0.08982
             0.67199              0.12394             -0.11738
             0.57135              0.17165             -0.14361
             0.23384              0.22004             -0.16861
             0.00928              0.26900             -0.19246
             0.03349             -0.07911              0.04446
             0.02857             -0.03299              0.06327
             0.01768              0.01223              0.08343
             0.01780              0.05641              0.10503
             0.03258              0.09940              0.12815
             0.07038              0.14101              0.15288
            -0.01699              0.18107              0.17933
             0.04326             -0.06541              0.02273
             0.11629             -0.02473             -0.01132
             0.24246              0.01743             -0.04374
             0.39593              0.06090             -0.07461
             0.52980              0.10550             -0.10403
             0.77500              0.15109             -0.13208
             0.36743              0.19754             -0.15885
             0.05687              0.24475             -0.18441
             0.02853              0.29261             -0.20885
             0.00403             -0.05268              0.04806
            -0.01854             -0.00881              0.06861
             0.02053              0.03392              0.09051
             0.03909              0.07538              0.11387
             0.02931              0.11540              0.13874
             0.12987              0.15375              0.16519
             0.03995             -0.06783              0.04234
             0.08547             -0.03055              0.00675
             0.07458              0.00851             -0.02727
             0.31849              0.04915             -0.05977
             0.49191              0.09116             -0.09083
             0.72694              0.13438             -0.12052
             0.47797              0.17867             -0.14890
             0.17668              0.22391             -0.17605
             0.00149              0.26997             -0.20203
            -0.02763             -0.07272              0.03074
             0.03082             -0.03015              0.05151
            -0.04731              0.01124              0.07358
             0.05587              0.05127              0.09699
             0.07227              0.08978              0.12180
             0.06993              0.12658              0.14807
             0.04661              0.16147              0.17583
             0.12172             -0.03165              0.02311
             0.00389              0.00411             -0.01212
             0.33157              0.04170             -0.04593
             0.53153              0.08091             -0.07834
             0.65367              0.12156             -0.10942
             0.65628              0.16349             -0.13921
             0.33237              0.20654             -0.16778
             0.04062              0.25061             -0.19518
             0.05982              0.29556             -0.22146
            -0.00238             -0.09294              0.01136
            -0.03652             -0.05158              0.03223
             0.01736             -0.01148              0.05430
             0.01840              0.02722              0.07761
            -0.00304              0.06437              0.10221
             0.03123              0.09978              0.12813
             0.03987              0.13324              0.15540
            -0.01527              0.16454              0.18400
             0.04743             -0.02831              0.03701
             0.07347              0.00403              0.00101
             0.33574              0.03842             -0.03370
             0.28661              0.07466             -0.06714
             0.68704              0.11257             -0.09933
             0.75306              0.15196             -0.13028
             0.39621              0.19267             -0.16005
             0.12443              0.23457             -0.18867
             0.03446              0.27752             -0.21619
            -0.00156             -0.07302              0.01083
            -0.00311             -0.03410              0.03277
             0.02316              0.00340              0.05586
             0.02738              0.03931              0.08012
            -0.01409              0.07347              0.10557
            -0.00393              0.10567              0.13219
             0.04517              0.13571              0.15998
            -0.00101              0.16338              0.18889
             0.08730             -0.02099              0.04778
             0.14457              0.00789              0.01148
             0.35046              0.03904             -0.02373
             0.29078              0.07223             -0.05781
             0.57881              0.10728             -0.09076
             0.74224              0.14400             -0.12259
             0.45381              0.18223             -0.15331
             0.19062              0.22182             -0.18293
             0.03382              0.26263             -0.21149
             0.03306              0.30453             -0.23902
             0.01056             -0.05648              0.00912
            -0.04195             -0.02008              0.03187
             0.01792              0.01472              0.05568
             0.00297              0.04776              0.08053
            -0.00059              0.07886              0.10642
            -0.00006              0.10783              0.13330
             0.03954              0.13450              0.16113
             0.01174              0.15864              0.18985
             0.01808             -0.01021              0.05477
             0.25115              0.01527              0.01868
             0.28882              0.04317             -0.01658
             0.32253              0.07329             -0.05091
             0.48926              0.10544             -0.08428
             0.70229              0.13942             -0.11665
             0.51670              0.17508             -0.14802
             0.28930              0.21225             -0.17839
             0.07794              0.25081             -0.20777
             0.04312              0.29061             -0.23617
            -0.00429             -0.07852             -0.01655
            -0.01865             -0.04312              0.00577
            -0.05951             -0.00931              0.02903
             0.01044              0.02274              0.05321
             0.00973              0.05290              0.07828
             0.00238              0.08098              0.10420
             0.00010              0.10682              0.13091
             0.01560              0.13022              0.15832
